Date,Open,High,Low,Close,Volume
2026-08-04 03:27:00,29104.5,29108.25,29103,29103.5,0
2026-08-04 03:28:00,29104,29109,29101,29105,0
2026-08-04 03:29:00,29105.25,29105.25,29097,29099,0
2026-08-04 03:30:00,29099.75,29109.5,29097.5,29108,0
2026-08-04 03:31:00,29108.5,29112,29103.25,29106.25,0
2026-08-04 03:32:00,29106.5,29111.75,29102,29105,0
2026-08-04 03:33:00,29107.25,29119.25,29107.25,29113.75,0
2026-08-04 03:34:00,29113.5,29118.5,29103.75,29104.25,0
2026-08-04 03:35:00,29104.25,29104.25,29091.5,29092.25,0
2026-08-04 03:36:00,29092.5,29094,29084.25,29091,0
2026-08-04 03:37:00,29090.5,29090.75,29082,29084,0
2026-08-04 03:38:00,29083.75,29085,29080.75,29083.25,0
2026-08-04 03:39:00,29082.75,29087.75,29080,29087.5,0
2026-08-04 03:40:00,29087.5,29092.5,29087.5,29088.75,0
2026-08-04 03:41:00,29088.25,29093,29081.75,29084.25,0
2026-08-04 03:42:00,29085.25,29085.25,29074.75,29075,0
2026-08-04 03:43:00,29075.25,29081.75,29074.25,29076.25,0
2026-08-04 03:44:00,29076.25,29082.25,29074.5,29081.5,0
2026-08-04 03:45:00,29080.25,29085.5,29079.25,29084.5,0
2026-08-04 03:46:00,29082.75,29088.5,29081.5,29088.5,0
2026-08-04 03:47:00,29087.5,29091.25,29085.5,29088.75,0
2026-08-04 03:48:00,29088.5,29104.75,29087.25,29104.75,0
2026-08-04 03:49:00,29103.75,29109.75,29102.5,29105,0
2026-08-04 03:50:00,29104,29105.75,29090.5,29090.5,0
2026-08-04 03:51:00,29090.25,29094.5,29087.5,29089.25,0
2026-08-04 03:52:00,29088.25,29092.5,29081,29084.25,0
2026-08-04 03:53:00,29085,29088.75,29084.75,29088,0
2026-08-04 03:54:00,29087.5,29087.5,29074.5,29077,0
2026-08-04 03:55:00,29077,29079.25,29072.75,29077.25,0
2026-08-04 03:56:00,29077.25,29077.25,29069.5,29069.5,0
2026-08-04 03:57:00,29068.75,29073.25,29066.25,29067.25,0
2026-08-04 03:58:00,29068,29071.25,29067,29069.25,0
2026-08-04 03:59:00,29067.5,29072,29065.25,29071.25,0
2026-08-04 04:00:00,29072,29077.5,29068,29074.75,0
2026-08-04 04:01:00,29074.75,29098.25,29072.75,29098,0
2026-08-04 04:02:00,29099.25,29099.75,29093.5,29098,0
2026-08-04 04:03:00,29098.75,29117.5,29097.25,29110,0
2026-08-04 04:04:00,29113.25,29116.75,29106.25,29108.5,0
2026-08-04 04:05:00,29109.75,29117,29106.75,29115.5,0
2026-08-04 04:06:00,29116.75,29124,29111.5,29111.5,0
2026-08-04 04:07:00,29115.75,29123.75,29115.25,29117.75,0
2026-08-04 04:08:00,29115.25,29121,29105.5,29116.5,0
2026-08-04 04:09:00,29118,29124,29114,29119.75,0
2026-08-04 04:10:00,29116.75,29116.75,29103.5,29115,0
2026-08-04 04:11:00,29116.25,29118,29106.75,29113.75,0
2026-08-04 04:12:00,29110,29116.25,29109.75,29112.5,0
2026-08-04 04:13:00,29113.5,29114,29104.5,29113,0
2026-08-04 04:14:00,29114.5,29114.5,29099.5,29108,0
2026-08-04 04:15:00,29106,29120.25,29106,29120.25,0
2026-08-04 04:16:00,29117.25,29125,29116.5,29121.75,0
2026-08-04 04:17:00,29122,29122.75,29116.25,29119.25,0
